seed,pareto_count,best_accuracy,best_robustness,best_discrimination,best_baseline_accuracy,best_baseline_discrimination,best_solution_hyperedge_count,best_solution_density,best_solution_average_size,h1_status,h2_status,h3_status,top_density_min,top_density_max,top_size_min,top_size_max
101,7,0.9599893162393162,0.9599893162393162,0.8235294117647058,0.9772168803418804,0.8725490196078431,22.0,0.44,2.3181818181818183,На имеющихся данных не подтверждается; вывод предварительный.,Наблюдаются диапазоны структурных параметров для верхней четверти решений; вывод предварительный.,На имеющихся данных не подтверждается; вывод предварительный.,0.44,0.44,2.227272727272727,2.3181818181818183
202,5,0.9708600427350428,0.9708600427350428,0.875,0.9685096153846154,0.8833333333333333,18.0,0.36,2.2222222222222223,"Предварительно поддерживается, но требует подтверждения на большем числе запусков.",Наблюдаются диапазоны структурных параметров для верхней четверти решений; вывод предварительный.,На имеющихся данных не подтверждается; вывод предварительный.,0.36,0.48,2.208333333333333,2.2222222222222223
303,7,0.962900641025641,0.962900641025641,0.8968253968253969,0.9730502136752136,0.9047619047619048,23.0,0.46,2.347826086956522,"Частично поддерживается относительно случайных топологий, вывод предварительный.",Наблюдаются диапазоны структурных параметров для верхней четверти решений; вывод предварительный.,На имеющихся данных не подтверждается; вывод предварительный.,0.46,0.46,2.347826086956522,2.347826086956522
