seed,runtime_seconds,n_patterns,n_vertices,cluster_count,close_pattern_distance,noise_levels,missing_levels,candidate_pool_size,random_baseline_runs,population_size,n_generations,evaluated_topologies,pareto_count,close_pair_count,patterns_with_close_neighbors,h3_test_count,best_accuracy,mean_accuracy,best_robustness,mean_robustness,best_h3_index_accuracy,mean_h3_index_accuracy,random_mean_accuracy,random_best_accuracy,random_mean_robustness,random_best_robustness,random_mean_h3_index_accuracy,random_best_h3_index_accuracy,baseline_best_accuracy,baseline_best_robustness,baseline_best_h3_index_accuracy,h1_vs_random_mean_accuracy,h1_vs_random_mean_robustness,h1_vs_random_best_accuracy,h1_vs_random_best_robustness,h2_supported,h3_vs_random_mean,h3_vs_random_best,h3_vs_best_baseline,best_solution_hyperedge_count,best_solution_density,best_solution_average_size,best_solution_degree_variance,top_hyperedge_count_min,top_hyperedge_count_max,top_average_size_min,top_average_size_max,top_density_min,top_density_max,top_degree_variance_min,top_degree_variance_max,hypothesis_test_count,hypothesis_range_count,h3_bit_accuracy,h3_index_accuracy,h3_close_confusion,h3_far_confusion,baseline_mean_h3_index_accuracy,h3_vs_baseline_mean
801,760.4466634001583,28,36,4,7,"[0.0, 0.1, 0.2]","[0.0, 0.2]",60,10,20,15,300,8,6,11,66,0.978619321291735,0.9699758255792738,0.978619321291735,0.9699758255792738,0.9242424242424242,0.8958333333333333,0.9512246852764094,0.9586184090494434,0.9512246852764094,0.9586184090494434,0.859090909090909,0.8939393939393939,0.9586184090494434,0.9586184090494434,0.8939393939393939,True,True,True,True,True,True,True,True,14.0,0.23333333333333334,2.0714285714285716,1.1010802469135803,13.0,14.0,2.0,2.0714285714285716,0.21666666666666667,0.23333333333333334,0.8672839506172838,1.1010802469135803,12,3,0.9848484848484849,0.9242424242424242,0.045454545454545456,0.030303030303030304,0.8438228438228437,True
802,837.7796049001627,28,36,4,7,"[0.0, 0.1, 0.2]","[0.0, 0.2]",60,10,20,15,300,11,9,14,84,0.9729634190841088,0.9676952198503923,0.9729634190841088,0.9676952198503923,0.9642857142857143,0.9361471861471862,0.9549854041233351,0.9635445174238277,0.9549854041233351,0.9635445174238277,0.8547619047619047,0.8928571428571429,0.9635445174238277,0.9635445174238277,0.9047619047619048,True,True,True,True,True,True,True,True,25.0,0.4166666666666667,2.44,1.9344135802469131,22.0,25.0,2.409090909090909,2.44,0.36666666666666664,0.4166666666666667,1.9344135802469131,1.9899691358024687,12,3,0.9927248677248677,0.9642857142857143,0.023809523809523808,0.011904761904761904,0.8626373626373627,True
803,956.1177300000563,28,36,4,7,"[0.0, 0.1, 0.2]","[0.0, 0.2]",60,10,20,15,300,7,5,10,60,0.9763957307060755,0.970762634555738,0.9763957307060755,0.970762634555738,0.9666666666666667,0.9380952380952382,0.9671991881043605,0.9778781244298487,0.9671991881043605,0.9778781244298487,0.8916666666666666,0.95,0.9778781244298487,0.9778781244298487,0.95,True,True,False,False,True,True,True,True,17.0,0.2833333333333333,2.2941176470588234,1.076388888888889,15.0,17.0,2.2666666666666666,2.2941176470588234,0.25,0.2833333333333333,0.8302469135802467,1.076388888888889,12,3,0.9935185185185186,0.9666666666666667,0.016666666666666666,0.016666666666666666,0.8756410256410256,True
804,699.1820454001427,28,36,4,7,"[0.0, 0.1, 0.2]","[0.0, 0.2]",60,10,20,15,300,16,7,13,78,0.9744914249224594,0.9670716167214013,0.9744914249224594,0.9670716167214013,0.8974358974358975,0.8669871794871795,0.9542385057471267,0.9670794563035944,0.9542385057471267,0.9670794563035944,0.8153846153846154,0.8846153846153846,0.9670794563035944,0.9670794563035944,0.8846153846153846,True,True,True,True,True,True,True,True,18.0,0.3,2.1666666666666665,1.4652777777777777,16.0,18.0,2.1666666666666665,2.25,0.26666666666666666,0.3,1.4652777777777777,1.6080246913580245,12,3,0.9786324786324784,0.8974358974358975,0.0641025641025641,0.038461538461538464,0.8027613412228796,True
805,378.5664703999646,28,36,4,7,"[0.0, 0.1, 0.2]","[0.0, 0.2]",60,10,20,15,300,16,8,14,84,0.9605683269476373,0.9554405275041051,0.9605683269476373,0.9554405275041051,0.8928571428571429,0.859375,0.9493659916073709,0.980044699872286,0.9493659916073709,0.980044699872286,0.8095238095238095,0.9285714285714286,0.980044699872286,0.980044699872286,0.9285714285714286,True,True,False,False,True,True,False,False,24.0,0.4,2.25,1.6944444444444444,21.0,24.0,2.2083333333333335,2.3043478260869565,0.35,0.4,1.4899691358024694,2.36033950617284,12,3,0.9728835978835979,0.8928571428571429,0.023809523809523808,0.08333333333333333,0.7957875457875457,True
