solution_index,objective_recovery_error,objective_noise_error,objective_close_pattern_error,objective_complexity,genome,average_recovery_accuracy,exact_match_accuracy,noise_robustness,accuracy_by_noise,accuracy_by_noise_and_missing,close_pattern_discrimination,close_pattern_confusion_rate,close_pair_count,close_pattern_distance,hyperedge_count,average_hyperedge_size,density,max_vertex_degree,mean_vertex_degree,vertex_degree_variance,degree_gini,degree_entropy,hyperedge_size_histogram,selected_hyperedges,constraint_penalty,complexity_objective
0,0.027811986863711113,0.027811986863711113,0.10606060606060608,0.2198482510288066,000000000001100010010011001011001000000000000000010100000001,0.9721880131362889,0.8928571428571429,0.9721880131362889,"{0.0: 1.0, 0.1: 0.9631910235358511, 0.2: 0.9533730158730158}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9682539682539683, 'noise=0.1;missing=0.2': 0.958128078817734, 'noise=0.2;missing=0.0': 0.9424603174603174, 'noise=0.2;missing=0.2': 0.9642857142857143}",0.8939393939393939,0.06060606060606061,6,7,13,2.0,0.21666666666666667,4,0.7222222222222222,0.7561728395061728,0.5854700854700855,4.085055102756477,{2: 13},13,0.0,0.2198482510288066
1,0.043764823937237685,0.043764823937237685,0.1515151515151515,0.15650462962962963,000000000010000010000000001010010100000000000000010100000001,0.9562351760627623,0.8452380952380952,0.9562351760627623,"{0.0: 1.0, 0.1: 0.967159277504105, 0.2: 0.9015462506841817}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9761904761904762, 'noise=0.1;missing=0.2': 0.958128078817734, 'noise=0.2;missing=0.0': 0.8769841269841269, 'noise=0.2;missing=0.2': 0.9261083743842364}",0.8484848484848485,0.045454545454545456,6,7,9,2.0,0.15,4,0.5,0.6944444444444444,0.7222222222222222,3.503258334775645,{2: 9},9,0.0,0.15650462962962963
2,0.03180304688925384,0.03180304688925384,0.10606060606060608,0.1888179129255518,000000000010000010000000001010010001000000011000010100000001,0.9681969531107462,0.8869047619047619,0.9681969531107462,"{0.0: 1.0, 0.1: 0.9861795292829775, 0.2: 0.918411330049261}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9920634920634921, 'noise=0.1;missing=0.2': 0.980295566502463, 'noise=0.2;missing=0.0': 0.9107142857142857, 'noise=0.2;missing=0.2': 0.9261083743842364}",0.8939393939393939,0.06060606060606061,6,7,11,2.090909090909091,0.18333333333333332,4,0.6388888888888888,0.7862654320987655,0.6582125603864735,3.8279097821439696,"{2: 10, 3: 1}",11,0.0,0.1888179129255518
3,0.02138067870826499,0.02138067870826499,0.0757575757575758,0.23623510067607292,000000000000000010010011001011001001000000011000010100000001,0.978619321291735,0.9166666666666666,0.978619321291735,"{0.0: 1.0, 0.1: 0.9744458128078818, 0.2: 0.9614121510673235}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9821428571428571, 'noise=0.1;missing=0.2': 0.9667487684729064, 'noise=0.2;missing=0.0': 0.9523809523809523, 'noise=0.2;missing=0.2': 0.9704433497536946}",0.9242424242424242,0.045454545454545456,6,7,14,2.0714285714285716,0.23333333333333334,5,0.8055555555555556,1.1010802469135803,0.6139846743295019,4.017824858003424,"{2: 13, 3: 1}",14,0.0,0.23623510067607292
4,0.029248768472906472,0.029248768472906472,0.0757575757575758,0.2362165821575544,000000000010000010010011001010010001000000011000010100000001,0.9707512315270935,0.8928571428571429,0.9707512315270935,"{0.0: 1.0, 0.1: 0.9781403940886699, 0.2: 0.9341133004926109}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9821428571428571, 'noise=0.1;missing=0.2': 0.9741379310344828, 'noise=0.2;missing=0.0': 0.9285714285714286, 'noise=0.2;missing=0.2': 0.939655172413793}",0.9242424242424242,0.06060606060606061,6,7,14,2.0714285714285716,0.23333333333333334,5,0.8055555555555556,0.989969135802469,0.5795019157088123,4.112820978767682,"{2: 13, 3: 1}",14,0.0,0.2362165821575544
5,0.03213373471994174,0.03213373471994174,0.10606060606060608,0.15728536522633746,000000000010000010000000001010010001000000000000010100000001,0.9678662652800583,0.8869047619047619,0.9678662652800583,"{0.0: 1.0, 0.1: 0.9861795292829775, 0.2: 0.9174192665571975}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9920634920634921, 'noise=0.1;missing=0.2': 0.980295566502463, 'noise=0.2;missing=0.0': 0.9087301587301587, 'noise=0.2;missing=0.2': 0.9261083743842364}",0.8939393939393939,0.045454545454545456,6,7,9,2.111111111111111,0.15,4,0.5277777777777778,0.7492283950617286,0.7266081871345029,3.5110854081804272,"{2: 8, 3: 1}",9,0.0,0.15728536522633746
6,0.02574803867907316,0.02574803867907316,0.09090909090909094,0.21986676954732512,000000000010000010010011001011001000000000000000010100000110,0.9742519613209268,0.9047619047619048,0.9742519613209268,"{0.0: 1.0, 0.1: 0.9694854953475643, 0.2: 0.9532703886152162}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9722222222222222, 'noise=0.1;missing=0.2': 0.9667487684729064, 'noise=0.2;missing=0.0': 0.9484126984126984, 'noise=0.2;missing=0.2': 0.958128078817734}",0.9090909090909091,0.030303030303030304,6,7,13,2.0,0.21666666666666667,4,0.7222222222222222,0.8672839506172838,0.6217948717948718,3.979097891134805,{2: 13},13,0.0,0.21986676954732512
7,0.028302317095420748,0.028302317095420748,0.12121212121212122,0.20400000000000001,000000000010000010000111001011001000000000000000010100000001,0.9716976829045793,0.8928571428571429,0.9716976829045793,"{0.0: 1.0, 0.1: 0.9725643130815546, 0.2: 0.9425287356321839}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9722222222222222, 'noise=0.1;missing=0.2': 0.9729064039408867, 'noise=0.2;missing=0.0': 0.9404761904761905, 'noise=0.2;missing=0.2': 0.9445812807881774}",0.8787878787878788,0.030303030303030304,6,7,12,2.0,0.2,3,0.6666666666666666,0.6666666666666666,0.6226851851851852,3.970175521464345,{2: 12},12,0.0,0.20400000000000001
