average_recovery_accuracy,exact_match_accuracy,noise_robustness,accuracy_by_noise,accuracy_by_noise_and_missing,close_pattern_discrimination,close_pattern_confusion_rate,close_pair_count,close_pattern_distance,hyperedge_count,average_hyperedge_size,density,max_vertex_degree,mean_vertex_degree,vertex_degree_variance,degree_gini,degree_entropy,hyperedge_size_histogram,selected_hyperedges,constraint_penalty,complexity_objective
0.9434523809523809,0.7976190476190477,0.9434523809523809,"{0.0: 1.0, 0.1: 0.9580938697318009, 0.2: 0.872263273125342}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9543650793650793, 'noise=0.1;missing=0.2': 0.9618226600985221, 'noise=0.2;missing=0.0': 0.884920634920635, 'noise=0.2;missing=0.2': 0.8596059113300492}",0.7857142857142857,0.05952380952380952,8,7,28,2.25,0.4666666666666667,10,1.75,4.243055555555555,0.5656966490299824,4.279376956662963,"{2: 23, 3: 3, 4: 2}",28,0.0,0.4596655092592593
0.9413884327677431,0.7916666666666666,0.9413884327677431,"{0.0: 1.0, 0.1: 0.9527914614121512, 0.2: 0.8713738368910783}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9523809523809524, 'noise=0.1;missing=0.2': 0.9532019704433498, 'noise=0.2;missing=0.0': 0.8769841269841269, 'noise=0.2;missing=0.2': 0.8657635467980295}",0.8095238095238095,0.07142857142857142,8,7,29,2.3793103448275863,0.48333333333333334,6,1.9166666666666667,2.465277777777777,0.44484702093397743,4.641011689152352,"{2: 22, 3: 3, 4: 4}",29,0.0,0.47610053480204345
0.9334861339171684,0.7619047619047619,0.9334861339171684,"{0.0: 1.0, 0.1: 0.9392104542966612, 0.2: 0.861247947454844}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9424603174603173, 'noise=0.1;missing=0.2': 0.9359605911330048, 'noise=0.2;missing=0.0': 0.8690476190476192, 'noise=0.2;missing=0.2': 0.8534482758620688}",0.7857142857142857,0.03571428571428571,8,7,33,2.212121212121212,0.55,7,2.0277777777777777,3.4714506172839505,0.4920091324200913,4.521462230909869,"{2: 27, 3: 5, 4: 1}",33,3.0,0.5384405279648334
0.9417077175697864,0.7738095238095238,0.9417077175697864,"{0.0: 1.0, 0.1: 0.9491652983032293, 0.2: 0.8759578544061303}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9365079365079365, 'noise=0.1;missing=0.2': 0.9618226600985222, 'noise=0.2;missing=0.0': 0.884920634920635, 'noise=0.2;missing=0.2': 0.8669950738916256}",0.7976190476190477,0.08333333333333333,8,7,29,2.2758620689655173,0.48333333333333334,9,1.8333333333333333,3.527777777777778,0.5218855218855218,4.392381718191807,"{2: 23, 3: 4, 4: 2}",29,0.0,0.4755592273307791
0.9329045794563036,0.7559523809523809,0.9329045794563036,"{0.0: 1.0, 0.1: 0.9488916256157636, 0.2: 0.8498221127531471}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9285714285714286, 'noise=0.1;missing=0.2': 0.9692118226600985, 'noise=0.2;missing=0.0': 0.8412698412698412, 'noise=0.2;missing=0.2': 0.8583743842364531}",0.7738095238095238,0.05952380952380952,8,7,26,2.3076923076923075,0.43333333333333335,9,1.6666666666666667,3.388888888888888,0.549074074074074,4.329085753935211,"{2: 20, 3: 4, 4: 2}",26,0.0,0.4282571225071225
0.9366675789089581,0.7738095238095238,0.9366675789089581,"{0.0: 1.0, 0.1: 0.9501915708812261, 0.2: 0.8598111658456487}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9484126984126985, 'noise=0.1;missing=0.2': 0.9519704433497537, 'noise=0.2;missing=0.0': 0.8809523809523808, 'noise=0.2;missing=0.2': 0.8386699507389163}",0.7619047619047619,0.05952380952380952,8,7,31,2.193548387096774,0.5166666666666667,8,1.8888888888888888,4.487654320987654,0.5849673202614379,4.2457673503697935,"{2: 26, 3: 4, 4: 1}",31,1.0,0.5068142506305588
0.9386631089217297,0.7797619047619048,0.9386631089217297,"{0.0: 1.0, 0.1: 0.9646620142309796, 0.2: 0.851327312534209}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9662698412698413, 'noise=0.1;missing=0.2': 0.9630541871921182, 'noise=0.2;missing=0.0': 0.8492063492063492, 'noise=0.2;missing=0.2': 0.8534482758620688}",0.7619047619047619,0.05952380952380952,8,7,37,2.324324324324324,0.6166666666666667,8,2.388888888888889,3.5709876543209873,0.4257105943152455,4.705180237628321,"{2: 28, 3: 6, 4: 3}",37,7.0,0.602569639083528
0.944877759532932,0.7976190476190477,0.944877759532932,"{0.0: 1.0, 0.1: 0.9717090859332238, 0.2: 0.8629241926655721}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9742063492063492, 'noise=0.1;missing=0.2': 0.9692118226600985, 'noise=0.2;missing=0.0': 0.8908730158730158, 'noise=0.2;missing=0.2': 0.834975369458128}",0.8095238095238095,0.07142857142857142,8,7,33,2.1515151515151514,0.55,8,1.9722222222222223,3.2492283950617287,0.4636150234741784,4.597451353186871,"{2: 30, 3: 1, 4: 2}",33,3.0,0.5379826155069211
0.9466794380587483,0.8154761904761905,0.9466794380587483,"{0.0: 1.0, 0.1: 0.946668035030104, 0.2: 0.8933702791461412}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9265873015873015, 'noise=0.1;missing=0.2': 0.9667487684729065, 'noise=0.2;missing=0.0': 0.8988095238095237, 'noise=0.2;missing=0.2': 0.8879310344827587}",0.8690476190476191,0.047619047619047616,8,7,28,2.25,0.4666666666666667,7,1.75,2.8541666666666665,0.5101410934744268,4.426635725536251,"{2: 23, 3: 3, 4: 2}",28,0.0,0.4594340277777778
0.9344553913519432,0.7738095238095238,0.9344553913519432,"{0.0: 1.0, 0.1: 0.9432129173508483, 0.2: 0.8601532567049809}","{'noise=0.0;missing=0.0': 1.0, 'noise=0.0;missing=0.2': 1.0, 'noise=0.1;missing=0.0': 0.9246031746031746, 'noise=0.1;missing=0.2': 0.9618226600985222, 'noise=0.2;missing=0.0': 0.8730158730158729, 'noise=0.2;missing=0.2': 0.8472906403940886}",0.8214285714285714,0.03571428571428571,8,7,29,2.2758620689655173,0.48333333333333334,7,1.8333333333333333,2.8611111111111107,0.4595959595959596,4.598938203960611,"{2: 24, 3: 2, 4: 3}",29,0.0,0.475448116219668
